feature_key,normalized_feature,capability_label,datasheet-axis-m3905-r-dome-camera-en-US-506723,normalized_feature_h6-xp-dome-camera-datasheet,capability_label_h6-xp-dome-camera-datasheet,h6-xp-dome-camera-datasheet,normalized_feature_video-security-cd22-datasheet,capability_label_video-security-cd22-datasheet,video-security-cd22-datasheet,representative_feature
mqttsubscribe_australianewzealandrcmasnzscispr32classa,the product provides the product provides mqttsubscribe australia/newzealand:rcmas/nzscispr32classa.,The product provides the product provides MQTTsubscribe Australia/NewZealand:RCMAS/NZSCISPR32ClassA.,present,,,missing,,,missing,the product provides the product provides mqttsubscribe australia/newzealand:rcmas/nzscispr32classa.
mqttv311sysloglinklocaladdresszeroconf_wdrmode,"the product provides the product provides mqttv3.1.1,syslog,link-localaddress(zeroconf) wdrmode.","The product provides the product provides MQTTv3.1.1,Syslog,Link-Localaddress(ZeroConf) WDRmode.",present,,,missing,,,missing,"the product provides the product provides mqttv3.1.1,syslog,link-localaddress(zeroconf) wdrmode."
multipleindividuallyconfigurablestreamsinh264,"the product provides the product provides multiple,individuallyconfigurablestreamsinh.264,.","The product provides the product provides Multiple,individuallyconfigurablestreamsinH.264,.",present,,,missing,,,missing,"the product provides the product provides multiple,individuallyconfigurablestreamsinh.264,."
nas,the product provides the product provides (nas).,The product provides the product provides (NAS).,present,,,missing,,,missing,the product provides the product provides (nas).
ndaa_compliant,,,missing,,,missing,the product provides ndaa compliant.,The product provides nDAA compliant.,present,the product provides ndaa compliant.
ndaacompliant,the product provides the product provides ndaacompliant.,The product provides the product provides NDAAcompliant.,present,,,missing,,,missing,the product provides the product provides ndaacompliant.
near_darkness_because_strips_away_noise,"the product provides the product provides near darkness. because it strips away noise, lightfinder.","The product provides the product provides near darkness. Because it strips away noise, Lightfinder.",present,,,missing,,,missing,"the product provides the product provides near darkness. because it strips away noise, lightfinder."
network,the product provides the product provides network.,The product provides the product provides Network.,present,the product provides the product provides network.,The product provides the product provides NETWORK.,present,,,missing,the product provides the product provides network.
network_100basetxforh6a1000basetforh6x,,,missing,"the product provides the product provides network 100base-txforh6a,1000base-tforh6x.","The product provides the product provides Network 100BASE-TXforH6A,1000BASE-TforH6X.",present,,,missing,"the product provides the product provides network 100base-txforh6a,1000base-tforh6x."
network_m12femaleruggeddcodedwithrotatablecoupling,"the product provides the product provides network m12:female,rugged,d-codedwithrotatablecoupling.","The product provides the product provides Network M12:female,rugged,D-codedwithrotatablecoupling.",present,,,missing,,,missing,"the product provides the product provides network m12:female,rugged,d-codedwithrotatablecoupling."
network_protocols_emailandnetworkshare,the product provides the product provides network protocols emailandnetworkshare.,The product provides the product provides Network protocols emailandnetworkshare.,present,,,missing,,,missing,the product provides the product provides network protocols emailandnetworkshare.
network_security_height50mm197inø110mm433in,"the product provides the product provides network security height:50mm(1.97in),ø110mm(4.33in).","The product provides the product provides Network security Height:50mm(1.97in),ø110mm(4.33in).",present,,,missing,,,missing,"the product provides the product provides network security height:50mm(1.97in),ø110mm(4.33in)."
nistsp500267_nut,the product provides the product provides nistsp500-267 nut.,The product provides the product provides NISTSP500-267 nut.,present,,,missing,,,missing,the product provides the product provides nistsp500-267 nut.
nowdr117000sto15s_compressionbrightnesssharpnesscontrastwhite,"the product provides the product provides nowdr:1/17000sto1/5s compression,brightness,sharpness,contrast,white.","The product provides the product provides NoWDR:1/17000sto1/5s Compression,brightness,sharpness,contrast,white.",present,,,missing,,,missing,"the product provides the product provides nowdr:1/17000sto1/5s compression,brightness,sharpness,contrast,white."
ntpptprtsprtpsrtptcpudpigmpv1v2v3_recordvideosdcardandnetworkshare,"the product provides the product provides ntp,ptp,rtsp,rtp,srtp,tcp,udp,igmpv1/v2/v3, recordvideo:sdcardandnetworkshare.","The product provides the product provides NTP,PTP,RTSP,RTP,SRTP,TCP,UDP,IGMPv1/v2/v3, Recordvideo:SDcardandnetworkshare.",present,,,missing,,,missing,"the product provides the product provides ntp,ptp,rtsp,rtp,srtp,tcp,udp,igmpv1/v2/v3, recordvideo:sdcardandnetworkshare."
ntsx509certificatepkihostbasedfirewall,"the product provides the product provides (nts),x.509certificatepki,host-basedfirewall.","The product provides the product provides (NTS),X.509CertificatePKI,host-basedfirewall.",present,,,missing,,,missing,"the product provides the product provides (nts),x.509certificatepki,host-basedfirewall."
numbers,the product provides the product provides numbers.,The product provides the product provides numbers.,present,,,missing,,,missing,the product provides the product provides numbers.
objectappearsorenters_theeventistriggeredbyeachobjectthatenterstheregionofinterest,,,missing,the product provides the product provides objectappearsorenters theeventistriggeredbyeachobjectthatenterstheregionofinterest.,The product provides the product provides ObjectAppearsorEnters Theeventistriggeredbyeachobjectthatenterstheregionofinterest.,present,,,missing,the product provides the product provides objectappearsorenters theeventistriggeredbyeachobjectthatenterstheregionofinterest.
objectloitering_theeventistriggeredwhentheselectedobjecttypemovesintotheregionofinterestandthenstaysforanextended,,,missing,the product provides the product provides objectloitering theeventistriggeredwhentheselectedobjecttypemovesintotheregionofinterestandthenstaysforanextended.,The product provides the product provides ObjectLoitering Theeventistriggeredwhentheselectedobjecttypemovesintotheregionofinterestandthenstaysforanextended.,present,,,missing,the product provides the product provides objectloitering theeventistriggeredwhentheselectedobjecttypemovesintotheregionofinterestandthenstaysforanextended.
objectnotpresentinarea_theeventistriggeredwhennoobjectsarepresentintheregionofinterest,,,missing,the product provides the product provides objectnotpresentinarea theeventistriggeredwhennoobjectsarepresentintheregionofinterest.,The product provides the product provides ObjectNotPresentinArea Theeventistriggeredwhennoobjectsarepresentintheregionofinterest.,present,,,missing,the product provides the product provides objectnotpresentinarea theeventistriggeredwhennoobjectsarepresentintheregionofinterest.
objectoravehicle,"the product provides the product provides object,oravehicle.","The product provides the product provides object,oravehicle.",present,,,missing,,,missing,"the product provides the product provides object,oravehicle."
objects,,,missing,the product provides the product provides objects.,The product provides the product provides objects.,present,,,missing,the product provides the product provides objects.
objectscrossingbeam_theeventistriggeredwhenthespecifiednumberofobjectshavecrossedthedirectionalbeamthatisconfiguredover,,,missing,the product provides the product provides objectscrossingbeam theeventistriggeredwhenthespecifiednumberofobjectshavecrossedthedirectionalbeamthatisconfiguredover.,The product provides the product provides ObjectsCrossingBeam Theeventistriggeredwhenthespecifiednumberofobjectshavecrossedthedirectionalbeamthatisconfiguredover.,present,,,missing,the product provides the product provides objectscrossingbeam theeventistriggeredwhenthespecifiednumberofobjectshavecrossedthedirectionalbeamthatisconfiguredover.
objectsenterarea_theeventistriggeredwhenthespecifiednumberofobjectshaveenteredtheregionofinterest,,,missing,the product provides the product provides objectsenterarea theeventistriggeredwhenthespecifiednumberofobjectshaveenteredtheregionofinterest.,The product provides the product provides ObjectsEnterArea Theeventistriggeredwhenthespecifiednumberofobjectshaveenteredtheregionofinterest.,present,,,missing,the product provides the product provides objectsenterarea theeventistriggeredwhenthespecifiednumberofobjectshaveenteredtheregionofinterest.
objectsinarea_theeventistriggeredwhentheselectedobjecttypemovesintotheregionofinterestthiseventcanbeusedtocount,,,missing,the product provides the product provides objectsinarea theeventistriggeredwhentheselectedobjecttypemovesintotheregionofinterest.thiseventcanbeusedtocount.,The product provides the product provides ObjectsinArea Theeventistriggeredwhentheselectedobjecttypemovesintotheregionofinterest.Thiseventcanbeusedtocount.,present,,,missing,the product provides the product provides objectsinarea theeventistriggeredwhentheselectedobjecttypemovesintotheregionofinterest.thiseventcanbeusedtocount.
